actual,predicted,test_id,text
ptsd,depression,1423,does anyone else have phases of absolute isolation and rejection?
bipolar,depression,1424,how i motivate myself to leave the house when i'm depressed and don't want to.
depression,ptsd,1425,"people say ""get help"". that ""help"" they're talking about is 90 bucks an hour"
anxiety,depression,1428,i'm about to confess to my crush and i'm shaking.
bipolar,depression,1429,financially fucked and lost my safety net. how is suicide not the answer?
bipolar,ptsd,1430,please respond and help me
bipolar,anxiety,1432,flamed out of my white collar jobs? looking at working as a dishwasher now. this happen to anyone else?
adhd,depression,1433,i wish i could sleep so bad it makes me want to cry
adhd,depression,1435,do not rely on willpower
adhd,depression,1437,when the sun goes down i become the person i want to be.
anxiety,ptsd,1441,anyone feels like they’re always being lied to?
ptsd,adhd,1447,"what being ""numb"" feels like to me."
none,bipolar,1449,what are heebie jeebies?
bipolar,depression,1453,i'm so sick of being alone.
anxiety,bipolar,1454,i hate myself
depression,anxiety,1457,i raised my hand and spoke up in class.
depression,adhd,1469,"til that the phrase ""it gets better"" infuriates me in a way i've never experienced."
depression,anxiety,1475,i can go an entire day without talking to another human being.
ptsd,none,1477,"help please, husband always sneaking up on me"
adhd,anxiety,1481,lmao i just remembered why i don't ask question in class anymore
depression,anxiety,1484,does anyone else find comfort in listening to music?
bipolar,adhd,1486,"every couple weeks, i need to sleep for about half a day"
bipolar,ptsd,1487,recently diagnosed and having trouble wrapping my head around it.
